Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene % GC content	MGI symbol
ENSMUSG00000065915	8	122982837	122982943	-1	43.93	Gm24445
ENSMUSG00000096134	2	10489116	10489202	1	36.78	Mir669p-1
ENSMUSG00000105292	8	26219461	26219549	1	37.08	Gm44299
ENSMUSG00000098676	18	88972030	88972110	1	56.79	Mir6359
ENSMUSG00000094691	12	22040913	22041022	1	56.36	Gm22908
ENSMUSG00000088448	12	97371034	97371113	-1	45.00	Gm23558
ENSMUSG00000098984	17	64440806	64440907	1	43.14	Mir6420
ENSMUSG00000087938	4	41312091	41312198	-1	42.59	Gm26049
ENSMUSG00000098453	2	29995950	29996020	1	52.11	Mir6997
ENSMUSG00000093256	16	90953795	90953868	1	52.70	Gm22933
ENSMUSG00000093176	11	98262606	98262662	1	56.14	Mir5119
ENSMUSG00000084612	X	49879307	49879394	1	42.05	n-R5s6
ENSMUSG00000094239	5	62523408	62523539	-1	40.91	Gm24079
ENSMUSG00000094179	9	88521797	88521868	-1	40.28	Snord50b
ENSMUSG00000076959	2	10468971	10469068	1	34.69	Mir669l
ENSMUSG00000077660	9	70148806	70148936	-1	52.67	Gm24257
ENSMUSG00000088626	9	108795242	108795388	-1	41.50	Gm23034
ENSMUSG00000089233	15	97935285	97935595	1	52.09	Gm22202
ENSMUSG00000093498	10	81104616	81104675	1	38.33	Mir5615-2
ENSMUSG00000092671	8	111041948	111042024	-1	54.55	Gm24103
ENSMUSG00000106154	6	81895590	81895663	-1	43.24	Mir7232
ENSMUSG00000064542	4	117154093	117154162	-1	44.29	Gm22980
ENSMUSG00000088915	2	79348365	79348467	1	37.86	Gm22606
ENSMUSG00000093404	10	116531646	116531740	-1	54.74	Gm25190
ENSMUSG00000077637	11	74906109	74906199	1	39.56	Gm22771
ENSMUSG00000094554	7	59606390	59606468	-1	41.77	Gm22391
ENSMUSG00000064601	1	35761602	35761706	1	45.71	Gm25634
ENSMUSG00000089093	1	59704790	59704873	1	42.86	Snord11
ENSMUSG00000077176	7	124146281	124146409	1	44.96	Gm25759
ENSMUSG00000098757	12	89298442	89298583	-1	41.55	Gm27313
ENSMUSG00000065017	6	97572076	97572238	-1	50.92	Gm23510
ENSMUSG00000095184	17	13534064	13534169	-1	38.68	Gm26375
ENSMUSG00000095016	5	139443599	139443705	1	43.93	Gm26285
ENSMUSG00000087769	8	50563241	50563303	1	39.68	Gm23986
ENSMUSG00000064897	7	105642338	105642476	-1	51.08	Gm22504
ENSMUSG00000064856	11	83271498	83271688	1	45.55	Gm23444
ENSMUSG00000077201	14	58650268	58650400	-1	45.11	Gm25614
ENSMUSG00000088253	10	57174030	57174129	1	30.00	Gm24285
ENSMUSG00000065074	X	21901732	21901838	-1	43.93	Gm24535
ENSMUSG00000077185	5	146834834	146834904	1	38.03	Gm25091
ENSMUSG00000089092	13	64296437	64296524	-1	36.36	Gm25654
ENSMUSG00000084733	13	102228669	102228952	1	43.66	Gm25808
ENSMUSG00000106175	11	58954983	58955120	-1	65.22	Gm44313
ENSMUSG00000098316	1	171641840	171641900	-1	49.18	Mir7683
ENSMUSG00000094567	7	59531515	59531593	-1	43.04	Gm25230
ENSMUSG00000094009	2	10489410	10489533	1	29.03	Gm24167
ENSMUSG00000084624	4	95062650	95062763	1	43.86	n-R5s189
ENSMUSG00000076977	4	25861239	25861348	-1	57.27	Gm26067
ENSMUSG00000089473	10	4169887	4170018	1	40.15	Gm25369
ENSMUSG00000076163	5	111004144	111004252	1	42.20	Mir701
ENSMUSG00000098970	6	41602244	41602305	-1	37.10	Gm27549
ENSMUSG00000080402	14	78246205	78246311	-1	24.30	Gm23652
ENSMUSG00000104783	11	24014655	24014759	1	69.52	Gm44381
ENSMUSG00000088138	9	102373118	102373220	1	39.81	Gm22894
ENSMUSG00000087870	8	128771170	128771296	1	38.58	Gm26100
ENSMUSG00000093100	11	75551429	75551511	1	60.24	Mir3971
ENSMUSG00000035868	17	21657582	21662540	1	37.08	Zfp983
ENSMUSG00000093254	1	84695839	84695915	1	83.12	Mir5126
ENSMUSG00000094952	12	109588592	109588680	1	55.06	Mir3070b
ENSMUSG00000087989	7	63585922	63586022	1	43.56	Gm22228
ENSMUSG00000098287	18	59579630	59579735	1	41.51	Mir6355
ENSMUSG00000094713	7	109774612	109774718	-1	45.79	Gm22822
ENSMUSG00000065563	2	131288052	131288137	1	45.35	Mir103-2
ENSMUSG00000084652	9	90315910	90316080	1	33.92	Gm22717
ENSMUSG00000087875	1	176700617	176700724	1	44.44	Gm26104
ENSMUSG00000065314	X	20800332	20800436	-1	35.24	Gm26065
ENSMUSG00000088468	12	61920574	61920677	1	28.85	Gm24750
ENSMUSG00000092965	9	52756908	52757025	1	42.37	Gm22242
ENSMUSG00000077708	17	48617823	48617954	1	48.48	Gm24071
ENSMUSG00000065182	8	82409091	82409226	1	52.94	Gm25138
ENSMUSG00000065319	17	84624402	84624510	1	42.20	Gm26066
ENSMUSG00000077469	7	34943856	34943985	-1	48.46	Gm25922
ENSMUSG00000089605	6	111603252	111603362	1	43.24	Gm22093
ENSMUSG00000094369	17	7374193	7374357	-1	47.27	Gm26057
ENSMUSG00000089095	18	58231472	58231575	-1	49.04	Gm25660
ENSMUSG00000089118	16	36512333	36512650	-1	48.43	Gm25902
ENSMUSG00000087728	9	20807034	20807354	1	53.58	Gm26274
ENSMUSG00000088333	1	3783876	3783933	-1	41.38	Gm27396
ENSMUSG00000096829	1	29985934	29986043	1	57.27	Gm23771
ENSMUSG00000089107	13	43872802	43872909	1	52.78	Gm23117
ENSMUSG00000089576	2	21197690	21197866	-1	46.33	Gm23007
ENSMUSG00000104734	2	10481761	10481847	1	35.63	Mir669a-5
ENSMUSG00000077604	11	116674148	116674222	1	41.33	Snord1b
ENSMUSG00000099285	3	45160695	45160801	1	67.29	Gm27989
ENSMUSG00000065692	10	8824011	8824147	-1	35.77	Gm25410
ENSMUSG00000093251	16	10273750	10273821	1	56.94	Gm22932
ENSMUSG00000094456	4	98557740	98557865	-1	57.94	Gm22625
ENSMUSG00000093071	4	140717043	140717106	1	60.94	Gm25951
ENSMUSG00000105513	18	10365908	10366073	-1	35.54	Gm44409
ENSMUSG00000105025	11	87443237	87443451	1	52.56	Rnu3b1
ENSMUSG00000088106	11	109499714	109499824	-1	43.24	Gm22378
ENSMUSG00000087863	6	4382878	4383204	1	45.26	Gm24442
ENSMUSG00000065420	11	87756841	87756955	-1	50.43	Mir142b
ENSMUSG00000099331	11	46170087	46170143	1	54.39	Mir7239
ENSMUSG00000065447	3	127545624	127545689	1	39.39	Mir302d
ENSMUSG00000064612	1	63178677	63178754	1	38.46	Gm26457
ENSMUSG00000096814	7	59540870	59540948	-1	41.77	Gm25085
ENSMUSG00000099036	14	46954830	46954928	-1	46.46	Mir378c
ENSMUSG00000095424	X	135445519	135445632	-1	42.98	Gm24416
ENSMUSG00000095097	19	24942236	24942367	-1	33.33	Gm23658
ENSMUSG00000032735	18	61799395	61911852	-1	46.39	Ablim3
ENSMUSG00000092915	9	108568295	108568414	-1	59.17	Gm24083
ENSMUSG00000098735	2	180179755	180179823	-1	59.42	Mir7005
ENSMUSG00000080539	1	68384942	68385035	-1	39.36	Gm25542
ENSMUSG00000070130	8	105308364	105308460	-1	67.01	Mir328
ENSMUSG00000099124	5	50252762	50252868	1	66.36	Mir8117
ENSMUSG00000077082	10	45095629	45095708	-1	43.75	Gm23766
ENSMUSG00000089471	X	164268071	164268176	-1	41.51	Gm25367
ENSMUSG00000088231	11	54829711	54829880	1	51.76	Gm25426
ENSMUSG00000077483	9	37172880	37172994	-1	53.91	Gm25273
ENSMUSG00000087878	6	136281227	136281416	1	47.37	Gm26105
ENSMUSG00000087789	2	71450514	71450614	-1	36.63	Gm23166
ENSMUSG00000089214	10	93162785	93162903	1	46.22	Mir1931
ENSMUSG00000077144	9	76716628	76716747	-1	50.00	Gm22938
ENSMUSG00000094977	10	19782854	19782960	1	45.79	Gm25256
ENSMUSG00000077292	12	31057075	31057207	1	47.37	Gm25408
ENSMUSG00000080592	8	35977516	35977578	-1	30.16	Gm22030
ENSMUSG00000088134	2	142786896	142787011	1	44.83	Gm22310
ENSMUSG00000098432	11	69505358	69505435	-1	46.15	Gm27493
ENSMUSG00000088938	14	49788284	49788369	1	36.05	Gm22989
ENSMUSG00000098562	10	79862587	79862652	1	62.12	Mir6910
ENSMUSG00000076145	12	109715577	109715650	1	48.65	Mir679
ENSMUSG00000065847	3	86100534	86100655	1	37.70	Gm25188
ENSMUSG00000088764	3	153864807	153864931	1	49.60	Gm24395
ENSMUSG00000093409	6	120797574	120797670	-1	52.58	Gm25193
ENSMUSG00000084702	8	43377975	43378104	1	44.62	Gm22986
ENSMUSG00000088244	17	3057799	3057919	-1	31.40	Gm25909
ENSMUSG00000024033	17	31255019	31277356	-1	48.37	Rsph1
ENSMUSG00000096222	X	61938891	61938997	1	45.79	Gm25412
ENSMUSG00000105546	2	10479315	10479401	1	35.63	Mir669a-4
ENSMUSG00000077578	13	105223269	105223398	-1	47.69	Gm25631
ENSMUSG00000088670	11	119746401	119746480	1	53.75	Gm23663
ENSMUSG00000099193	11	100442395	100442475	-1	55.56	Gm27374
ENSMUSG00000084584	X	152304001	152304111	1	43.24	n-R5s15
ENSMUSG00000094912	7	59527771	59527849	-1	43.04	Gm26392
ENSMUSG00000099109	11	70438255	70438318	1	62.50	Mir7115
ENSMUSG00000096851	1	151062004	151062110	-1	44.86	Gm22756
ENSMUSG00000093335	Y	2446010	2446108	-1	33.33	Gm22119
ENSMUSG00000088203	13	45294654	45294996	-1	52.19	Gm23755
ENSMUSG00000064419	5	38546458	38546593	1	46.32	Gm22249
ENSMUSG00000079061	12	74315110	74316394	-1	42.65	Gm11042
ENSMUSG00000024958	19	6938069	6942450	-1	59.15	Gpr137
ENSMUSG00000046805	19	12460779	12465284	1	45.67	Mpeg1
ENSMUSG00000048572	19	24674008	24679661	1	45.51	Tmem252
ENSMUSG00000037603	19	33822908	33825071	1	48.66	Gm5519
ENSMUSG00000024800	19	36083716	36104772	1	42.01	Rpp30
ENSMUSG00000074412	8	25454273	25454704	1	49.31	Gm10689
ENSMUSG00000049124	17	26098872	26099257	-1	47.15	Gm8186
ENSMUSG00000095965	X	125705444	125705941	1	50.20	Gm17693
ENSMUSG00000066178	4	136462250	136463977	1	53.94	6030445D17Rik
ENSMUSG00000090395	12	113654967	113655244	1	50.36	Ighv5-8
ENSMUSG00000084456	3	90548619	90548724	1	41.51	Gm24593
ENSMUSG00000065439	8	107551244	107551313	1	52.86	Mir140
ENSMUSG00000088650	5	124717077	124717174	-1	39.80	Gm24854
ENSMUSG00000076950	2	16959909	16960018	-1	57.27	Gm24933
ENSMUSG00000098596	4	118210505	118210564	-1	55.00	Mir7226
ENSMUSG00000099174	11	68220892	68221011	1	60.83	Mir6406
ENSMUSG00000098759	7	141620701	141620791	1	54.95	Mir7063
ENSMUSG00000092674	5	149247952	149248244	-1	59.73	Gm24105
ENSMUSG00000098480	12	15800994	15801101	-1	55.56	Mir6387
ENSMUSG00000084648	14	47270859	47270964	-1	29.25	Gm24378
ENSMUSG00000094400	19	47058162	47058268	1	45.79	Gm23140
ENSMUSG00000070076	12	109592846	109592915	1	57.14	Mir127
ENSMUSG00000088935	7	121024360	121024462	-1	35.92	Gm25924
ENSMUSG00000076005	X	67988374	67988451	-1	41.03	Mir547
ENSMUSG00000064549	16	54972431	54972537	1	36.45	Gm22977
ENSMUSG00000088093	10	28954149	28954302	-1	57.14	Gm22811
ENSMUSG00000098751	14	26669547	26669608	-1	61.29	Mir7672
ENSMUSG00000099035	6	83049711	83049773	1	61.90	Mir7040
ENSMUSG00000088505	2	171306168	171306431	-1	51.14	Gm26489
ENSMUSG00000070249	11	38798171	38798277	-1	43.93	Gm23520
ENSMUSG00000077735	5	147200124	147200253	-1	49.23	Gm24556
ENSMUSG00000065488	15	102973350	102973434	1	43.53	Mir196a-2
ENSMUSG00000084421	X	147484293	147484421	-1	42.64	Gm25107
ENSMUSG00000080635	18	72899882	72899987	-1	10.38	Gm25509
ENSMUSG00000093227	10	92137140	92137223	-1	53.57	Mir1251
ENSMUSG00000077516	1	149841530	149841661	1	40.91	n-R5s219
ENSMUSG00000094095	7	59347681	59347759	-1	40.51	Gm25648
ENSMUSG00000087979	16	23046959	23047064	1	40.57	Gm23715
ENSMUSG00000098918	3	99199344	99199453	-1	32.73	Mir6481
ENSMUSG00000088166	18	69173987	69174120	-1	38.06	Gm23536
ENSMUSG00000077777	7	106426712	106426847	1	47.79	Gm22372
ENSMUSG00000065407	9	106154124	106154213	1	46.67	Mir135a-1
ENSMUSG00000094290	1	63198031	63198156	1	57.14	Gm27512
ENSMUSG00000098953	2	40598374	40598543	-1	44.12	Gm27348
ENSMUSG00000089381	4	120903460	120903563	1	45.19	Gm24678
ENSMUSG00000077269	12	39621415	39621546	1	44.70	Gm24434
ENSMUSG00000064424	12	101223592	101223698	-1	43.93	Gm22749
ENSMUSG00000064782	4	49289298	49289403	1	44.34	Gm22685
ENSMUSG00000088220	19	41744804	41745053	1	54.80	Gm22601
ENSMUSG00000098666	14	69692248	69692320	1	50.68	Mir6950
ENSMUSG00000099250	12	69361182	69361481	-1	62.33	Rn7s2
ENSMUSG00000076269	X	103573060	103573154	-1	43.16	Mir374b
ENSMUSG00000065181	10	12368623	12368832	1	47.62	Gm25139
ENSMUSG00000095393	1	139786983	139787086	1	38.46	Gm25619
ENSMUSG00000093147	2	32593469	32593573	-1	40.00	Gm23369
ENSMUSG00000064512	11	94919709	94919833	1	51.20	Gm22456
ENSMUSG00000106406	1	151442393	151442450	1	51.72	Mir7682
ENSMUSG00000096896	4	90997862	90997993	-1	45.45	Gm25244
ENSMUSG00000080415	2	169061120	169061240	1	47.11	Gm26469
ENSMUSG00000106362	11	23497749	23497839	-1	72.53	Gm47279
ENSMUSG00000084671	16	81261703	81262015	-1	52.40	Gm26023
ENSMUSG00000084741	1	109804760	109805044	1	42.46	Gm25293
ENSMUSG00000098636	15	82612887	82612946	-1	66.67	Gm27742
ENSMUSG00000088441	12	65530252	65530354	1	33.01	Gm25599
ENSMUSG00000080533	7	27205536	27205655	1	48.33	Mir1191
ENSMUSG00000077361	10	46658508	46658638	-1	44.27	Gm23481
ENSMUSG00000088342	18	12578424	12578537	-1	50.00	Gm22340
ENSMUSG00000065683	2	102897960	102898066	1	42.99	Gm23731
ENSMUSG00000089420	1	66856641	66856703	1	39.68	Gm27934
ENSMUSG00000064882	8	27761009	27761111	-1	40.78	Gm24202
ENSMUSG00000089584	3	45978578	45978695	1	41.53	Gm23337
ENSMUSG00000064622	9	53639977	53640105	1	51.94	Gm22304
ENSMUSG00000098693	4	134167808	134167895	-1	43.18	Gm27619
ENSMUSG00000095009	7	59470034	59470112	-1	40.51	Gm25175
ENSMUSG00000093037	12	17355392	17355474	1	42.17	Mir3066
ENSMUSG00000094668	1	171503048	171503163	-1	37.93	Gm24871
ENSMUSG00000076063	12	109728129	109728202	1	33.78	Mir539
ENSMUSG00000077430	X	21500366	21500496	-1	45.04	Gm22592
ENSMUSG00000080440	16	32243712	32243855	-1	31.94	Gm25848
ENSMUSG00000077426	5	107907345	107907476	1	49.24	Gm26387
ENSMUSG00000065232	12	59040335	59040525	1	41.88	Gm22973
ENSMUSG00000077591	10	45268603	45268731	-1	49.61	Gm26016
ENSMUSG00000094467	6	149576461	149576561	1	49.50	Gm24307
ENSMUSG00000098958	11	118002270	118002350	1	53.09	Mir6933
ENSMUSG00000077471	1	65001307	65001462	-1	52.56	Gm24788
ENSMUSG00000089353	1	161552549	161552666	-1	40.68	Gm25488
ENSMUSG00000092833	2	144618143	144618233	-1	29.67	Gm24823
ENSMUSG00000096710	8	123567637	123567755	-1	60.50	n-R5s117
ENSMUSG00000099130	5	111274984	111275094	-1	58.56	Gm27602
ENSMUSG00000092784	14	57798424	57798487	1	73.44	Mir3077
ENSMUSG00000077612	14	33207152	33207280	1	48.84	Gm25498
ENSMUSG00000088685	5	144774425	144774553	1	51.16	Gm23995
ENSMUSG00000065255	1	45746895	45747025	1	55.73	Gm23974
ENSMUSG00000088578	5	22359164	22359277	-1	52.63	Gm25459
ENSMUSG00000093245	10	128085289	128085360	1	45.83	Mir677
ENSMUSG00000097770	2	5137749	5230864	-1	44.77	Gm26776
ENSMUSG00000097774	2	7077265	7081313	1	43.25	Gm26565
ENSMUSG00000097345	2	25327450	25332571	-1	43.81	AA543186
ENSMUSG00000097872	2	25575431	25580099	1	62.54	Gm26702
ENSMUSG00000097857	2	52859723	52863516	-1	44.31	Gm26603
ENSMUSG00000097837	2	55433514	55437860	-1	48.31	Gm26794
ENSMUSG00000097235	2	71748075	71750162	-1	43.49	Gm17250
ENSMUSG00000097377	2	73892996	73900850	1	42.06	Gm10822
ENSMUSG00000097843	2	79453985	79461107	1	50.27	Gm26755
ENSMUSG00000097868	2	91237146	91238352	1	41.09	A330069E16Rik
ENSMUSG00000097317	2	91250743	91255995	-1	47.67	Gm17281
ENSMUSG00000097799	2	120532904	120539846	1	41.05	Gm26899
ENSMUSG00000097458	2	126521202	126553662	-1	44.43	Gm26697
ENSMUSG00000097818	2	150748281	150750762	-1	52.22	Gm26681
ENSMUSG00000097722	2	152694733	152696692	-1	52.60	Gm26841
ENSMUSG00000096972	2	169633646	169888503	-1	46.88	Gm26883
ENSMUSG00000097065	2	170061240	170070671	-1	45.40	A630075F10Rik
ENSMUSG00000097514	2	170192449	170194053	-1	45.42	Gm17619
ENSMUSG00000097879	2	178023808	178028736	-1	41.23	Gm26869
ENSMUSG00000097460	17	94834906	94836642	1	39.49	Gm26734
ENSMUSG00000097723	17	6314199	6493180	1	47.35	Gm26848
ENSMUSG00000097103	17	6798390	6827990	-1	44.19	Gm2885
ENSMUSG00000097796	17	8379045	8389468	-1	43.82	Gm16702
ENSMUSG00000097049	17	9147719	9167836	-1	42.85	6530411M01Rik
ENSMUSG00000097350	17	12318885	12327250	1	43.77	4732491K20Rik
ENSMUSG00000097566	17	15375000	15379475	1	53.37	A930024N18Rik
ENSMUSG00000097759	17	21485177	21488875	-1	38.79	Gm26753
ENSMUSG00000097781	17	21528194	21535878	-1	44.28	9330136K24Rik
ENSMUSG00000096975	17	22784798	22817741	-1	38.62	Gm16386
ENSMUSG00000097517	17	23556769	23558313	1	57.28	Gm26695
ENSMUSG00000097518	17	25794894	25964784	1	52.34	Gm26694
ENSMUSG00000097523	17	25985815	25988469	1	49.23	1700022N22Rik
ENSMUSG00000097090	17	27201032	27203071	1	50.00	Gm26724
ENSMUSG00000097125	17	29461896	29491925	-1	48.08	Gm26885
ENSMUSG00000097305	17	32113429	32141839	1	49.67	Gm17276
ENSMUSG00000097861	17	32369305	32378445	1	42.99	Gm26858
ENSMUSG00000097119	17	45433852	45442544	1	42.82	B230354K17Rik
ENSMUSG00000097727	17	45734506	45788594	1	50.54	F630040K05Rik
ENSMUSG00000097390	17	46273479	46280060	1	47.23	Gm26785
ENSMUSG00000097560	17	46471501	46825221	1	50.28	Gm26904
ENSMUSG00000097095	17	55557166	55563507	1	41.67	Gm26547
ENSMUSG00000097077	17	55954771	55959381	-1	49.21	Gm16712
ENSMUSG00000097282	17	70745329	70755582	-1	46.56	5031415H12Rik
ENSMUSG00000097625	17	70878078	71393284	1	43.93	Gm26561
ENSMUSG00000097546	17	74575381	74617119	-1	38.36	Gm26749
ENSMUSG00000097567	17	78882042	78892500	1	43.90	Gm26637
ENSMUSG00000097791	17	79354699	79358022	1	52.89	Gm17315
ENSMUSG00000097254	17	83851675	83854393	-1	44.06	C430042M11Rik
ENSMUSG00000097047	17	84954967	84957710	-1	45.01	1110020A21Rik
ENSMUSG00000097676	17	88146084	88159761	-1	42.20	Gm26612
ENSMUSG00000097312	9	3000282	3038313	-1	34.88	Gm26870
ENSMUSG00000097469	9	20432760	20563282	1	42.36	Gm26733
ENSMUSG00000097422	9	20607766	20612485	-1	41.21	Gm26521
ENSMUSG00000097355	9	34588526	34589304	-1	43.39	Gm26662
ENSMUSG00000097334	9	57075216	57076013	-1	52.51	2700012I20Rik
ENSMUSG00000097734	9	60687719	60690397	1	44.79	B930082K07Rik
ENSMUSG00000097672	9	62804478	62808234	1	39.45	Gm26609
ENSMUSG00000097036	9	64049829	64054100	1	48.17	1110036E04Rik
ENSMUSG00000097720	9	70169986	70197548	-1	45.34	Gm26849
ENSMUSG00000096976	9	90094178	90095902	1	39.25	Gm26882
ENSMUSG00000097258	9	97068183	97073429	1	40.40	Gm26767
ENSMUSG00000097524	9	102345903	102354694	1	53.74	Gm26846
ENSMUSG00000097645	15	38384981	38386300	1	45.08	Gm26863
ENSMUSG00000097128	15	79689140	79692385	-1	51.48	Gm26884
ENSMUSG00000097301	15	82982870	82989134	1	52.00	AW121686
ENSMUSG00000097578	15	89211559	89215012	-1	50.14	Gm26798
ENSMUSG00000097234	15	102455526	102483722	-1	42.92	Gm26518
ENSMUSG00000097815	6	18844220	18847360	1	48.71	Gm26809
ENSMUSG00000097364	6	21985908	22067687	-1	41.45	Gm26719
ENSMUSG00000097206	6	38551531	38554007	-1	46.02	Gm26699
ENSMUSG00000097138	6	47546666	47551704	1	39.89	Gm26625
ENSMUSG00000097598	6	51379710	51392777	-1	46.51	Gm26677
ENSMUSG00000097579	6	112696777	112704668	1	45.62	Gm26799
ENSMUSG00000096931	6	128843786	128846959	1	43.45	Gm26656
ENSMUSG00000097505	6	148988729	148991431	1	37.44	Gm26540
ENSMUSG00000097444	X	10707176	10717242	-1	38.59	Gm10489
ENSMUSG00000097824	X	21360865	21364622	-1	50.03	Gm26593
ENSMUSG00000097037	X	29150251	29151825	-1	45.97	Gm26818
ENSMUSG00000097468	X	36814771	36817185	-1	45.76	Mdrl
ENSMUSG00000097197	X	48276792	48285426	-1	46.86	9530027J09Rik
ENSMUSG00000096946	X	68667514	68678399	-1	38.03	Fmr1os
ENSMUSG00000096919	X	81070694	81073102	-1	48.28	Gm26775
ENSMUSG00000097340	X	94793103	94798237	1	51.82	Gm26617
ENSMUSG00000096978	X	133687780	133707262	1	41.82	Gm26851
ENSMUSG00000097746	18	3336416	3366863	1	42.05	Gm6225
ENSMUSG00000097641	18	4373669	4379980	-1	42.43	Gm26865
ENSMUSG00000097043	18	4812486	4850959	1	45.43	Gm10556
ENSMUSG00000097888	18	5162880	5165731	-1	50.07	Gm26682
ENSMUSG00000097387	18	10706860	10711832	1	39.31	4930563E18Rik
ENSMUSG00000096934	18	31440318	31449099	1	37.57	Gm26658
ENSMUSG00000097748	18	31781226	31789045	-1	43.75	Gm26533
ENSMUSG00000096926	18	31859082	31861764	-1	44.13	Gm26823
ENSMUSG00000097363	18	32153476	32160427	1	43.08	Gm26717
ENSMUSG00000097413	18	32359057	32378284	-1	46.39	A830052D11Rik
ENSMUSG00000097553	18	32663642	32837287	-1	39.56	4930455D15Rik
ENSMUSG00000097710	18	32915826	32939222	-1	40.15	2310026I22Rik
ENSMUSG00000097755	18	34751809	34758685	1	45.47	2010110K18Rik
ENSMUSG00000097507	18	34796895	34803484	-1	39.98	Gm26538
ENSMUSG00000097080	18	38238405	38250565	-1	48.12	1700086O06Rik
ENSMUSG00000096982	18	54422295	54452840	1	40.94	Redrum
ENSMUSG00000097707	18	54981435	54987689	1	41.92	Gm26742
ENSMUSG00000096948	18	54990310	55079414	1	41.32	Gm4221
ENSMUSG00000097618	18	58210252	58221885	1	42.20	Gm26507
ENSMUSG00000097907	18	65937538	65940447	1	55.50	Raxos1
ENSMUSG00000097835	18	67773712	67774857	-1	43.98	Gm26910
ENSMUSG00000097712	18	75514645	75522806	1	53.03	Gm10532
ENSMUSG00000097666	18	77729681	77733470	-1	52.72	A330094K24Rik
ENSMUSG00000097738	18	82855894	82870604	1	45.08	4930445N18Rik
ENSMUSG00000097554	5	5781530	5783636	1	48.93	Gm26825
ENSMUSG00000097236	5	25499067	25501541	1	51.47	4831440E17Rik
ENSMUSG00000097453	5	28466374	28480973	1	48.32	Gm26894
ENSMUSG00000097479	5	92043064	92055960	1	41.23	Gm26582
ENSMUSG00000097135	5	92804220	92809488	-1	47.07	4932430I15Rik
ENSMUSG00000097489	5	109922649	109923481	-1	49.34	Gm26808
ENSMUSG00000097367	5	110259163	110269847	1	46.22	Gm26718
ENSMUSG00000097904	5	110385835	110388073	1	57.08	Gm26711
ENSMUSG00000097152	5	110779882	110781127	1	58.03	Gm26515
ENSMUSG00000097213	5	123047373	123230871	-1	48.72	Gm26745
ENSMUSG00000097338	3	13471906	13474596	-1	42.96	Gm2464
ENSMUSG00000097599	3	54631439	54634627	1	48.76	Gm26678
ENSMUSG00000097252	3	70772379	70807291	-1	37.29	Gm6634
ENSMUSG00000097420	3	96375646	96388864	-1	46.18	Gm17575
ENSMUSG00000097753	3	96377033	96385523	1	47.03	Gm26689
ENSMUSG00000097737	3	116488966	116493358	1	42.09	Gm26530
ENSMUSG00000097136	14	25548390	25554369	-1	51.81	Gm26772
ENSMUSG00000097542	14	55864311	55874735	-1	52.73	Gm26751
ENSMUSG00000097775	14	62760501	62830126	1	43.21	4931440J10Rik
ENSMUSG00000097501	14	62836908	62838207	-1	60.00	Gm26536
ENSMUSG00000097284	14	69732784	69767113	1	43.31	4930480K23Rik
ENSMUSG00000097172	14	76514558	76520855	-1	49.35	4930444M15Rik
ENSMUSG00000097142	14	102978220	102982528	1	49.20	Gm26778
ENSMUSG00000097358	14	118107831	118117100	1	44.23	Gm26773
ENSMUSG00000097859	13	9387139	9391741	1	43.80	Gm26601
ENSMUSG00000097838	13	24631918	24638567	-1	46.39	C530050E15Rik
ENSMUSG00000097461	13	28943048	28951671	1	43.81	Gm26735
ENSMUSG00000097151	13	38945543	38951313	-1	41.05	Gm26514
ENSMUSG00000097059	13	48968287	48972031	1	46.68	Fam120aos
ENSMUSG00000097242	13	63289601	63297147	-1	48.63	Gm16907
ENSMUSG00000097066	13	65780905	65867305	1	41.36	Platr2
ENSMUSG00000097118	13	66183079	66203636	-1	37.84	Gm17514
ENSMUSG00000097659	13	66349396	66365772	1	35.58	Gm26715
ENSMUSG00000097033	13	69809914	69816094	-1	50.85	Gm26819
ENSMUSG00000097582	13	93940990	93943015	-1	44.62	Gm26527
ENSMUSG00000097544	8	4088149	4089166	-1	45.28	Gm26750
ENSMUSG00000097230	8	19789798	19798548	1	38.92	Gm26853
ENSMUSG00000097263	8	20292477	20420781	1	41.38	Gm26804
ENSMUSG00000097839	8	22644861	22646286	1	37.31	Gm26909
ENSMUSG00000097928	8	32008504	32015759	1	45.77	Gm26578
ENSMUSG00000097257	8	34094548	34096149	1	48.38	Gm26768
ENSMUSG00000097474	8	40862395	40865647	-1	45.99	Gm26584
ENSMUSG00000097695	8	58171435	58298866	1	37.03	Gm26905
ENSMUSG00000097609	8	68218173	68228413	-1	41.34	Gm26659
ENSMUSG00000096943	8	83887079	83899501	-1	49.80	Gm26721
ENSMUSG00000097193	8	84665128	84669406	1	48.24	Gm26664
ENSMUSG00000097026	8	106237903	106425728	-1	47.06	Gm26786
ENSMUSG00000097380	8	110863229	110940314	-1	47.77	Gm26816
ENSMUSG00000097109	1	21959842	21962530	1	59.84	Gm26580
ENSMUSG00000097272	1	64029463	64032927	1	42.66	Gm26649
ENSMUSG00000097131	1	72236465	72274869	1	44.69	D230017M19Rik
ENSMUSG00000097285	1	91297203	91304405	-1	49.31	Gm26683
ENSMUSG00000096941	1	91989051	91992628	1	49.55	Gm26720
ENSMUSG00000097454	1	132036805	132067945	1	49.91	Gm26892
ENSMUSG00000097540	1	132201069	132203803	-1	51.55	1700037F24Rik
ENSMUSG00000097014	1	133610411	133614422	1	41.80	Gm26706
ENSMUSG00000096984	1	163301790	163303620	-1	39.10	Gm26523
